X,Age,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Department,Gender,MartialStatus,Over18,OverTime,EducationFiled,JobRole,Attrition
211,32,4,4,1,291,4,32,1,3,4,1,11,3,3,0,14,2,2,14,8,9,8,3,3,1,2,1,1,4,8,1
212,30,1,1,1,292,3,88,2,3,3,1,22,4,3,0,12,2,3,11,8,5,8,1,2,1,3,1,1,2,5,0
213,27,20,3,1,293,4,90,3,2,3,1,14,3,4,0,7,2,3,7,7,0,7,2,3,2,3,1,1,2,8,0
214,51,8,4,1,296,2,81,2,3,2,5,16,3,4,2,16,5,1,10,9,4,7,3,2,1,2,1,1,2,6,0
215,30,3,3,1,297,4,88,3,1,1,5,11,3,3,0,8,5,3,5,2,0,4,3,2,2,3,1,0,6,7,1
216,41,6,3,1,298,4,75,3,3,4,3,18,3,3,0,16,3,3,1,0,0,0,3,3,2,3,1,0,2,4,0
217,30,26,4,1,299,3,52,2,2,1,5,15,3,3,0,9,5,2,6,3,0,1,2,3,2,3,1,1,3,8,1
218,29,1,3,1,300,3,85,3,1,3,0,14,3,4,0,7,1,2,6,2,1,5,3,2,1,3,1,1,6,7,1
219,45,6,3,1,302,4,57,2,3,4,6,12,3,4,0,23,2,3,19,7,12,8,1,3,2,3,1,1,4,8,0
220,54,3,3,1,303,4,52,3,2,1,2,14,3,4,1,16,4,3,6,2,0,5,3,3,2,2,1,1,3,8,0
221,36,5,2,1,304,4,62,3,2,2,8,16,3,4,0,16,3,4,13,11,3,7,3,2,1,3,1,1,2,3,0
222,33,4,4,1,305,3,47,2,1,2,6,21,4,4,0,7,3,3,3,2,1,1,3,2,2,2,1,1,4,7,0
223,37,11,3,1,306,2,47,3,3,4,1,14,3,3,3,10,1,3,10,8,0,7,2,2,1,1,1,0,5,6,0
224,38,3,3,1,307,1,76,3,3,3,0,12,3,3,2,17,6,2,16,10,5,13,3,3,1,1,1,1,2,8,0
225,31,1,4,1,308,3,90,1,2,3,0,12,3,4,1,6,2,3,5,4,1,4,1,2,1,2,1,1,4,5,0
226,59,3,3,1,309,3,70,2,1,4,3,17,3,1,1,7,6,3,1,0,0,0,3,2,1,2,1,1,2,7,0
227,37,4,4,1,311,1,41,3,1,4,4,17,3,3,1,13,2,3,9,8,5,8,2,3,1,1,1,1,3,9,0
228,29,1,1,1,312,2,42,3,3,4,1,14,3,4,1,11,5,3,11,10,4,1,2,3,2,2,1,1,4,8,0
229,35,1,3,1,314,3,92,3,3,3,1,14,3,1,0,10,3,4,10,7,0,8,2,3,2,3,1,1,3,8,0
230,29,18,1,1,315,3,86,2,1,4,1,13,3,3,0,4,3,2,4,3,0,1,3,2,1,3,1,0,4,7,1
231,52,2,3,1,316,3,89,2,1,4,7,15,3,2,0,6,3,2,2,2,2,2,3,2,2,3,1,1,2,3,0
232,42,4,2,1,319,3,58,3,5,4,1,11,3,4,0,22,3,3,22,17,11,15,3,2,1,2,1,1,6,4,0
233,59,6,2,1,321,2,52,3,1,3,8,17,3,4,0,7,2,2,2,2,2,2,3,1,1,2,1,1,4,2,0
234,50,1,4,1,323,4,68,3,5,4,3,11,3,3,1,32,3,2,7,0,0,6,3,3,2,1,1,1,4,4,0
235,33,14,3,1,325,3,58,3,1,4,5,13,3,3,1,8,2,1,5,4,0,4,3,2,1,2,1,0,4,3,1
236,43,16,3,1,327,4,80,3,4,4,5,22,4,3,1,22,3,3,17,13,1,9,3,3,2,2,1,0,3,4,0
237,33,2,2,1,328,1,39,3,1,1,7,20,4,1,0,13,3,4,9,7,1,7,3,2,2,2,1,1,2,3,1
238,52,2,4,1,329,1,79,2,5,3,1,18,3,4,0,33,2,4,33,7,15,12,1,3,1,3,1,0,2,4,0
239,32,4,2,1,330,3,56,3,1,2,2,11,3,1,1,6,5,3,4,3,1,2,3,3,2,2,1,1,2,9,0
240,32,1,3,1,331,4,62,2,1,3,0,14,3,4,0,4,2,1,3,2,1,2,3,2,1,3,1,0,2,3,1
241,39,1,4,1,332,3,96,3,1,3,7,14,3,3,3,7,1,3,3,2,1,2,3,2,2,1,1,1,4,3,0
242,32,26,4,1,333,3,100,3,2,4,0,18,3,1,0,4,2,3,3,2,2,2,1,3,1,2,1,1,3,8,0
243,41,19,2,1,334,3,36,3,2,1,2,16,3,1,2,17,2,2,1,0,0,0,3,2,1,1,1,1,2,7,0
244,40,24,2,1,335,1,62,3,2,4,1,17,3,1,2,9,3,3,9,8,4,7,3,2,1,1,1,1,6,7,0
245,45,1,3,1,336,3,70,4,5,4,0,11,3,3,1,25,2,3,24,0,1,7,3,2,1,2,1,1,5,4,0
246,31,3,4,1,337,2,73,3,3,3,9,12,3,1,1,9,3,3,2,2,2,2,2,2,1,1,1,1,4,6,0
247,33,5,4,1,338,3,63,2,1,4,1,13,3,3,1,2,2,2,2,2,0,2,3,2,2,2,1,1,2,7,0
248,34,2,4,1,339,4,84,2,2,1,6,13,3,2,1,13,3,3,11,9,5,9,3,2,1,2,1,1,2,5,0
249,37,1,2,1,340,3,83,2,1,1,2,14,3,1,1,17,2,2,3,1,0,2,3,2,2,2,1,1,4,7,0
250,45,7,4,1,341,1,77,4,2,3,4,17,3,4,1,9,1,3,3,2,0,2,2,2,1,2,1,1,2,5,0
251,37,10,3,1,342,1,61,3,3,3,6,11,3,2,2,17,5,3,1,0,0,0,2,2,1,1,1,1,4,5,1
252,39,2,4,1,343,3,64,3,3,3,0,25,4,4,0,20,1,3,19,6,11,8,2,2,2,3,1,1,6,1,0
253,29,15,3,1,346,3,60,3,1,4,1,19,3,1,0,6,1,3,6,5,1,5,3,2,1,3,1,1,2,7,0
254,42,17,2,1,347,4,82,4,2,1,3,13,3,3,0,10,1,3,3,2,0,2,3,2,2,3,1,0,2,7,0
255,29,20,2,1,349,4,45,3,2,4,2,14,3,4,1,10,2,3,3,2,0,2,3,3,1,1,1,1,3,8,0
256,25,1,3,1,350,1,62,3,2,3,0,12,3,4,2,5,3,3,4,2,1,2,3,2,2,2,1,1,2,5,0
257,42,2,3,1,351,4,56,2,1,1,0,11,3,3,1,10,4,3,9,6,7,8,3,2,2,1,1,0,4,3,0
258,40,2,2,1,352,1,49,3,5,3,0,19,3,4,1,22,5,3,21,7,3,9,3,2,1,1,1,1,4,6,0
259,51,1,3,1,353,3,96,3,1,4,1,11,3,2,0,1,0,2,1,0,0,0,3,2,1,2,1,1,2,7,0
260,31,29,2,1,355,3,71,2,1,2,0,11,3,2,0,6,2,4,5,4,1,4,2,2,1,3,1,1,4,3,1
261,32,7,3,1,359,2,100,4,1,2,1,20,4,3,0,5,3,1,5,1,0,3,2,2,1,2,1,1,2,3,0
262,38,2,2,1,361,4,39,2,2,4,3,18,3,4,1,13,0,3,8,7,7,5,1,3,1,2,1,1,2,8,0
263,32,2,1,1,362,4,84,2,2,1,4,13,3,4,0,9,5,3,6,2,0,4,3,2,1,3,1,1,6,3,0
264,46,2,3,1,363,3,75,1,4,2,3,12,3,2,1,28,2,2,7,7,7,7,3,3,2,2,1,0,6,4,0
265,28,2,4,1,364,1,79,3,1,3,2,11,3,3,0,5,5,1,0,0,0,0,3,2,1,3,1,1,2,3,1
266,29,2,3,1,366,1,78,2,2,2,2,19,3,2,2,10,2,3,0,0,0,0,3,3,1,2,1,1,4,8,0
267,31,23,3,1,367,2,64,2,2,4,0,21,4,2,1,10,2,3,9,0,7,8,3,2,1,2,1,1,4,1,0
268,25,5,2,1,369,2,85,4,2,1,1,12,3,4,2,6,2,3,6,3,1,5,1,2,1,1,1,1,2,1,0
269,45,20,2,1,372,3,79,3,4,4,0,14,3,2,0,21,2,3,20,7,4,10,3,2,1,2,1,0,4,1,0
270,36,6,3,1,373,4,47,3,1,4,0,11,3,3,1,16,4,3,15,13,10,11,3,2,1,2,1,1,2,3,0
271,55,1,3,1,374,4,81,3,5,1,0,14,3,3,0,37,2,3,36,10,4,13,3,2,1,3,1,0,4,4,0
272,47,29,4,1,376,1,88,3,3,2,1,12,3,4,1,10,2,2,10,7,9,9,1,2,1,2,1,0,2,4,1
273,28,9,3,1,377,4,94,3,1,4,1,23,4,4,1,5,3,2,5,2,0,4,3,2,1,2,1,1,4,7,0
274,37,6,4,1,378,3,98,3,2,4,4,14,3,2,1,7,5,4,5,4,0,1,3,3,1,2,1,1,4,8,0
275,21,3,2,1,379,4,100,2,1,3,1,17,3,1,0,3,4,4,3,2,1,0,3,2,1,3,1,1,4,7,0
276,37,1,4,1,380,1,80,3,3,4,2,18,3,1,2,15,2,3,5,2,0,2,1,2,2,1,1,0,4,6,0
277,35,22,3,1,381,2,71,4,3,2,7,18,3,2,1,10,6,2,7,7,6,2,3,2,2,1,1,1,2,4,0
278,38,7,2,1,382,1,44,4,2,1,1,24,4,3,1,8,3,3,8,0,7,7,3,3,2,1,1,0,4,8,0
279,26,1,3,1,384,3,84,3,2,2,1,20,4,1,1,6,6,1,6,5,1,4,2,2,2,1,1,1,2,5,0
280,50,4,1,1,385,1,96,3,5,2,3,14,3,1,2,28,4,2,10,4,1,6,3,2,1,1,1,1,2,6,0
281,53,3,4,1,386,3,45,3,4,3,3,16,3,4,3,21,5,2,5,3,1,3,3,2,1,2,1,0,4,6,0
282,42,1,1,1,387,2,99,3,2,3,1,25,4,3,0,20,3,3,20,16,11,6,3,3,1,2,1,1,2,8,0
283,29,2,2,1,388,2,44,3,2,4,1,18,3,1,0,10,3,2,10,7,0,9,2,3,1,3,1,1,2,8,0
284,55,20,2,1,389,2,37,3,2,4,3,19,3,4,1,12,4,3,10,7,0,8,3,2,1,2,1,0,6,3,0
285,26,11,2,1,390,1,60,3,2,1,1,13,3,3,1,5,3,3,5,3,3,3,2,2,1,2,1,0,4,1,0
286,37,1,3,1,391,4,42,3,1,4,1,12,3,2,0,17,3,3,17,12,5,7,3,2,2,3,1,1,2,7,0
287,44,24,3,1,392,4,43,3,1,3,3,22,4,4,1,19,0,1,1,0,0,0,2,2,1,1,1,0,2,3,1
288,38,23,4,1,393,4,82,3,2,4,9,14,3,2,1,10,2,3,2,2,1,2,3,2,1,1,1,1,2,1,0
289,26,16,4,1,394,1,45,3,1,2,2,13,3,4,1,5,2,3,3,2,0,2,3,2,1,1,1,0,4,3,1
290,28,8,2,1,395,4,66,3,1,4,1,21,4,4,0,5,3,3,5,3,0,2,3,2,2,3,1,1,2,7,0
291,49,10,4,1,396,3,35,3,5,1,9,11,3,4,0,22,4,3,3,2,1,2,2,2,2,3,1,0,2,6,0
292,36,3,3,1,397,3,30,3,2,2,4,12,3,4,0,10,2,3,8,0,7,7,3,2,1,3,1,1,6,7,0
293,31,5,3,1,399,4,84,3,1,2,1,11,3,3,1,2,5,2,2,2,2,2,2,3,2,1,1,1,3,9,0
294,26,4,4,1,401,4,48,2,2,4,1,12,3,2,0,8,0,3,8,7,7,4,3,3,1,3,1,0,3,8,1
295,37,9,3,1,403,2,53,3,1,4,1,12,3,3,3,4,3,2,4,2,1,2,2,2,1,2,1,0,4,7,0
296,42,26,3,1,404,3,77,3,4,2,5,14,3,4,1,23,2,4,20,4,4,8,2,3,2,2,1,1,3,8,0
297,18,3,3,1,405,3,54,3,1,3,1,13,3,3,0,0,2,3,0,0,0,0,3,2,1,3,1,1,2,3,1
298,35,16,3,1,406,3,96,3,3,2,0,15,3,3,2,12,3,2,11,9,6,9,3,3,1,2,1,1,3,8,0
299,36,18,4,1,407,3,81,4,1,4,4,18,3,4,2,4,2,3,1,0,0,0,2,2,1,2,1,1,2,3,0
300,51,2,3,1,408,4,84,1,2,2,5,18,3,4,1,13,3,3,4,1,1,2,3,2,1,1,1,1,4,5,0
301,41,2,4,1,410,4,88,3,4,2,1,19,3,2,0,22,2,3,22,10,0,4,3,3,1,3,1,1,2,4,0
302,18,10,3,1,411,4,69,2,1,3,1,12,3,1,0,0,2,3,0,0,0,0,3,3,2,3,1,1,4,9,0
303,28,16,2,1,412,2,68,4,2,1,0,19,3,3,0,9,2,3,8,3,0,7,3,2,1,3,1,1,4,1,0
304,31,7,3,1,416,2,100,4,2,4,4,11,3,2,1,10,3,2,8,7,7,7,3,3,1,2,1,1,6,8,0
305,39,1,3,1,417,3,48,4,3,4,0,17,3,1,3,19,5,2,18,10,3,7,3,2,1,1,1,1,4,1,0
306,36,24,4,1,419,2,47,3,2,2,7,15,3,3,1,11,3,3,9,8,0,8,1,2,2,2,1,1,2,3,0
307,32,7,3,1,420,4,91,2,2,3,1,14,3,3,1,13,3,2,13,8,4,8,3,3,1,2,1,1,2,8,0
308,38,25,2,1,421,1,81,2,3,2,3,17,3,3,1,19,2,3,10,8,0,1,3,2,2,2,1,1,2,6,0
309,58,1,4,1,422,4,32,1,2,3,2,13,3,4,1,12,2,3,5,3,1,2,1,2,1,1,1,0,2,1,0
310,31,5,4,1,423,3,86,3,1,4,0,12,3,3,1,6,4,3,5,2,0,3,3,2,1,2,1,0,6,7,0
311,31,2,3,1,424,1,62,2,2,1,3,12,3,4,0,9,1,3,2,2,1,0,3,1,1,2,1,1,1,2,0
312,45,7,3,1,425,1,97,3,3,1,1,18,3,1,1,24,2,3,24,9,9,11,2,2,1,1,1,1,2,3,0
313,31,2,4,1,426,3,32,3,1,4,0,18,3,2,1,3,2,1,2,2,2,2,3,2,1,1,1,0,2,7,0
314,33,5,4,1,428,4,74,3,3,2,6,11,3,2,2,12,2,3,10,6,8,8,2,2,2,2,1,1,2,4,0
315,39,10,1,1,429,3,99,3,4,1,1,14,3,4,0,21,3,3,21,9,11,10,3,2,1,2,1,0,4,4,0
316,43,10,4,1,430,3,33,3,1,4,0,19,3,1,0,9,5,3,8,7,1,7,2,2,2,3,1,1,2,3,0
317,49,1,2,1,431,3,90,2,4,3,7,12,3,4,0,25,2,3,7,1,0,7,3,2,2,3,1,0,6,1,0
318,52,8,4,1,433,3,85,2,2,2,2,15,3,1,0,11,3,2,8,2,7,7,3,2,1,2,1,1,4,7,1
319,27,5,3,1,434,3,85,3,1,2,1,12,3,2,0,4,2,2,4,3,1,2,3,2,2,3,1,0,2,7,0
320,32,8,2,1,436,3,65,2,2,2,1,11,3,4,0,13,2,3,13,12,11,9,3,3,2,2,1,0,6,8,0
321,27,2,3,1,437,4,74,3,2,3,1,11,3,1,0,5,3,3,5,4,0,4,3,3,1,3,1,0,2,8,0
322,31,7,3,1,438,4,73,3,2,4,4,12,3,4,3,13,3,3,7,7,1,7,3,3,1,1,1,1,3,8,0
323,32,2,4,1,439,1,74,4,2,4,7,16,3,3,0,10,0,2,7,7,0,7,3,2,2,3,1,1,4,7,0
324,28,2,4,1,440,1,84,1,1,4,5,13,3,4,0,5,4,2,3,2,2,2,3,2,1,2,1,0,4,7,1
325,30,28,2,1,441,4,64,3,2,4,1,13,3,4,2,11,2,3,10,8,1,9,3,2,2,2,1,1,4,7,0
326,31,7,2,1,442,3,48,2,3,3,1,24,4,1,1,10,2,3,10,9,8,9,2,2,2,2,1,1,2,5,0
327,39,7,2,1,444,3,54,2,5,4,1,15,3,1,1,21,2,3,21,9,13,3,2,2,1,2,1,1,4,4,0
328,39,3,2,1,445,4,41,3,2,3,4,18,3,1,0,12,3,2,1,0,0,0,3,3,2,2,1,0,4,8,1
329,33,10,3,1,446,2,46,2,2,4,3,14,3,3,0,9,6,2,7,7,0,1,2,3,1,3,1,1,3,8,0
330,47,5,5,1,447,4,42,3,5,3,4,11,3,2,1,21,2,3,3,2,1,1,3,2,1,2,1,1,2,6,0
331,43,10,4,1,448,3,82,2,2,3,1,11,3,2,1,9,3,4,9,7,0,0,2,2,2,1,1,1,2,3,0
332,27,1,1,1,449,3,73,3,2,2,0,13,3,4,1,6,0,3,5,4,1,4,1,3,1,2,1,0,3,8,0
333,54,20,4,1,450,4,31,3,2,3,3,12,3,4,0,20,4,2,4,3,0,3,2,2,2,3,1,1,2,7,0
334,43,7,3,1,451,3,43,3,3,1,8,16,3,1,1,10,1,2,1,0,0,0,3,2,2,2,1,1,2,1,0
335,45,8,4,1,452,4,75,3,2,4,9,14,3,1,2,12,3,3,10,9,9,8,3,2,1,2,1,1,5,7,0
336,40,1,2,1,453,2,57,1,2,4,2,22,4,3,3,6,2,2,4,3,0,2,3,3,1,2,1,0,4,8,0
337,29,8,4,1,454,2,77,1,1,1,1,11,3,4,0,7,4,2,7,7,0,7,3,2,1,2,1,0,5,3,1
338,29,9,5,1,455,2,30,2,1,4,0,17,3,3,0,4,2,3,3,2,2,2,3,2,1,3,1,1,5,3,0
339,30,5,3,1,456,4,30,2,2,3,1,13,3,3,3,10,2,3,10,9,1,2,3,3,2,1,1,1,3,8,0
340,27,8,4,1,458,2,56,3,2,2,1,18,3,1,1,8,3,3,8,7,0,7,3,3,2,2,1,1,3,8,0
341,37,5,2,1,460,4,61,3,2,4,7,16,3,3,2,8,2,2,6,2,0,4,3,2,1,1,1,1,4,5,0
342,38,15,2,1,461,3,92,2,3,4,0,14,3,2,1,12,3,3,11,10,2,9,3,2,1,1,1,0,2,6,0
343,31,7,4,1,462,3,39,3,3,4,1,14,3,3,0,11,2,2,11,9,4,10,3,2,2,3,1,0,4,5,0
344,29,10,1,1,463,4,39,2,2,2,1,14,3,1,2,7,2,3,7,7,1,7,3,3,2,1,1,0,3,8,0
345,35,5,4,1,464,3,62,3,3,2,0,13,3,4,0,17,5,3,16,6,0,13,3,2,1,3,1,1,6,5,0
346,23,26,1,1,465,3,83,3,1,4,1,12,3,3,2,4,2,2,4,2,0,2,3,2,1,1,1,1,2,7,0
347,41,6,3,1,466,4,95,2,2,2,6,15,3,4,0,8,3,3,5,4,1,2,3,2,1,3,1,0,4,5,0
348,47,4,1,1,467,2,99,3,2,3,3,19,3,1,0,5,3,3,0,0,0,0,2,3,1,3,1,1,4,9,0
349,42,23,5,1,468,1,44,3,4,4,2,14,3,2,0,16,2,3,1,0,0,0,3,2,2,3,1,1,2,6,0
350,29,2,3,1,469,4,61,3,2,3,1,14,3,1,1,4,3,2,4,3,0,2,1,3,1,2,1,1,2,8,0
351,42,2,1,1,470,3,52,3,1,3,0,11,3,3,1,4,5,3,3,2,1,0,3,1,1,1,1,0,6,2,0
352,32,2,3,1,471,3,75,3,1,2,1,13,3,3,1,8,4,3,8,0,0,7,3,2,2,2,1,1,4,3,0
353,48,29,1,1,473,1,91,3,3,3,3,21,4,2,1,15,3,1,0,0,0,0,3,3,2,2,1,1,4,4,0
354,37,6,3,1,474,3,51,4,2,1,4,13,3,1,2,13,2,3,7,7,6,7,3,2,1,1,1,0,4,7,0
355,30,25,2,1,475,4,85,3,2,3,7,12,3,2,1,4,2,4,2,2,2,2,1,3,2,2,1,0,6,8,0
356,26,1,3,1,476,3,57,3,2,3,1,17,3,2,1,8,3,3,8,7,7,7,3,3,1,2,1,1,2,8,0
357,42,2,4,1,477,1,98,2,2,4,3,23,4,2,0,14,6,3,1,0,0,0,3,2,1,3,1,1,5,1,0
358,21,1,1,1,478,1,99,2,1,2,1,11,3,3,0,3,3,3,3,2,1,2,2,3,2,3,1,0,6,9,1
359,36,1,5,1,479,4,45,3,2,4,4,15,3,2,0,7,6,3,1,0,0,0,1,3,2,3,1,1,4,8,0
360,36,3,4,1,481,1,48,2,3,4,4,11,3,1,1,16,2,3,13,9,1,12,2,3,1,2,1,1,4,8,0
361,57,1,4,1,482,4,88,3,2,3,2,11,3,3,0,15,2,3,3,2,1,2,3,2,1,2,1,1,4,1,0
362,40,10,4,1,483,4,46,4,1,3,3,13,3,3,1,10,3,3,7,7,1,7,3,2,2,2,1,0,2,3,0
363,21,9,2,1,484,1,39,3,1,4,1,24,4,3,0,3,3,2,3,2,2,2,1,3,1,3,1,1,4,9,0
364,33,5,3,1,485,4,34,3,1,3,1,13,3,2,0,1,2,3,1,0,0,0,3,3,2,3,1,0,3,9,1
365,37,10,3,1,486,3,98,3,1,1,6,20,4,2,1,17,3,3,5,4,0,3,3,2,2,2,1,1,4,3,0
366,46,7,4,1,487,3,30,3,2,3,2,14,3,3,0,7,2,4,1,0,0,0,1,2,2,2,1,1,4,5,0
367,41,4,3,1,488,1,56,3,2,2,1,18,3,3,0,8,5,3,8,7,7,7,2,3,1,3,1,1,3,8,1
368,50,10,3,1,491,4,100,2,3,4,6,15,3,4,0,20,2,3,4,3,1,3,3,2,1,3,1,1,6,1,0
369,40,22,2,1,492,3,68,2,2,3,2,12,3,1,2,8,6,3,6,4,1,0,3,3,1,2,1,0,3,8,1
370,31,9,4,1,493,3,42,2,1,2,0,16,3,4,0,3,5,3,2,2,2,2,3,2,1,3,1,0,2,7,0
371,21,12,3,1,494,3,90,4,1,2,1,15,3,4,0,1,0,3,1,0,0,0,3,3,2,3,1,1,2,9,1
372,29,23,3,1,495,4,54,3,1,4,9,16,3,4,0,6,4,3,3,2,1,2,3,2,1,3,1,1,2,7,0
373,35,9,4,1,496,3,97,2,2,2,9,19,3,3,0,10,5,3,1,1,0,0,3,2,1,3,1,1,2,1,0
374,27,1,2,1,497,4,82,3,1,2,1,11,3,2,1,5,2,3,5,2,0,4,3,2,1,1,1,1,4,3,0
375,28,9,4,1,498,2,92,3,2,4,1,16,3,4,0,7,1,3,7,5,0,7,3,3,1,3,1,1,2,8,0
376,49,7,3,1,499,2,31,2,3,3,8,24,4,3,0,26,2,3,5,2,0,0,3,2,1,3,1,1,5,1,0
377,51,14,2,1,500,3,87,3,2,4,4,11,3,3,1,18,2,2,7,7,0,7,3,3,2,2,1,1,2,8,0
378,36,2,3,1,501,4,96,3,1,3,4,13,3,2,1,6,3,3,2,2,2,2,3,2,2,2,1,1,2,7,0
379,34,19,3,1,502,1,67,4,2,4,8,13,3,2,0,9,3,2,5,2,0,4,1,3,1,3,1,0,3,8,1
380,55,2,3,1,505,3,97,3,4,4,2,13,3,3,0,30,2,3,5,4,1,2,3,2,2,3,1,0,2,4,0
381,24,10,4,1,507,4,77,3,2,3,1,12,3,4,1,5,2,4,5,2,0,3,3,3,2,1,1,0,3,8,0
382,30,2,1,1,508,3,72,3,1,2,1,18,3,1,1,1,3,3,1,0,0,0,3,3,1,2,1,1,6,9,0
383,26,3,1,1,510,3,73,3,1,1,0,22,4,3,0,7,2,3,6,4,0,4,2,2,1,3,1,1,6,7,1
384,22,11,3,1,511,1,43,3,1,2,1,13,3,4,1,2,1,3,2,1,1,2,3,2,2,2,1,1,4,7,0
385,36,2,2,1,513,2,61,2,3,3,1,13,3,2,2,10,2,3,10,9,9,0,3,3,1,2,1,1,4,8,0
386,30,4,3,1,514,3,40,3,1,4,9,23,4,3,0,3,4,3,1,0,0,0,2,2,1,3,1,0,6,7,1
387,37,14,3,1,515,4,95,3,1,1,1,12,3,3,1,18,2,2,18,7,12,17,3,2,2,1,1,1,2,3,0
388,40,2,2,1,516,4,46,3,2,2,7,12,3,3,2,8,5,3,5,4,1,3,3,3,2,1,1,1,3,8,0
389,42,1,4,1,517,2,95,3,1,1,3,16,3,2,1,8,5,3,5,2,1,2,3,2,2,1,1,1,2,3,0
390,37,10,4,1,518,3,49,3,2,2,2,12,3,4,0,18,2,2,1,0,0,1,3,2,1,3,1,0,2,5,0
391,43,12,3,1,520,1,59,2,4,2,1,11,3,3,1,25,3,3,25,10,3,9,3,2,1,1,1,1,2,6,0
392,40,2,3,1,521,2,78,2,2,3,6,22,4,2,1,20,3,3,1,0,0,0,3,2,2,2,1,1,4,3,0
393,54,5,2,1,522,1,86,3,5,1,4,11,3,3,1,24,4,2,4,2,1,2,3,2,1,2,1,1,4,6,0
394,34,4,4,1,523,3,72,3,2,3,9,15,3,1,1,6,3,3,3,2,1,2,1,3,2,2,1,1,3,8,0
395,31,7,2,1,524,2,31,3,2,1,1,12,3,2,1,13,5,1,13,10,3,12,3,2,2,2,1,1,4,5,0
396,43,21,3,1,525,4,61,3,1,4,7,20,4,1,1,8,1,3,3,2,1,2,2,2,1,2,1,1,4,3,0
397,43,8,4,1,526,3,74,3,2,3,4,14,3,4,0,8,3,3,5,2,0,2,3,2,2,1,1,0,5,1,0
398,25,4,2,1,527,2,99,2,2,4,1,11,3,2,0,5,3,3,5,4,1,3,3,3,2,3,1,0,2,8,0
399,37,25,5,1,529,2,72,3,2,3,3,15,3,1,2,15,2,3,13,11,10,7,1,2,2,2,1,0,4,7,0
400,31,1,2,1,530,4,98,2,1,1,1,12,3,3,1,4,3,3,4,2,3,2,3,2,1,2,1,1,2,3,0
401,39,1,1,1,531,2,52,3,5,3,1,14,3,3,1,21,3,3,21,8,1,6,2,2,1,1,1,0,2,4,0
402,56,6,3,1,532,3,86,4,4,1,9,11,3,4,3,36,0,2,7,7,7,7,2,3,2,2,1,1,2,8,0
403,30,12,3,1,533,2,83,3,2,3,0,11,3,2,0,6,6,3,5,4,4,4,3,3,2,3,1,1,6,8,0
404,41,1,3,1,534,2,49,4,3,1,1,16,3,3,1,10,2,3,10,7,0,7,3,3,1,2,1,1,3,8,0
405,28,17,2,1,536,3,79,3,2,1,1,12,3,4,1,10,2,3,10,0,1,8,3,2,1,1,1,1,4,3,0
406,25,3,3,1,538,1,91,3,1,1,5,13,3,3,1,6,5,3,2,2,0,2,3,2,1,2,1,1,4,3,1
407,52,3,3,1,543,4,39,2,3,3,2,14,3,3,0,28,4,3,5,4,0,4,3,2,1,2,1,0,4,5,0
408,45,10,2,1,544,1,69,3,1,4,3,21,4,4,2,8,3,2,2,2,0,2,3,2,1,2,1,1,2,7,0
409,52,4,2,1,546,4,30,3,4,4,2,13,3,4,0,31,2,1,5,2,1,4,3,2,2,2,1,1,2,4,0
410,42,29,2,1,547,1,92,3,2,3,2,11,3,2,1,19,3,3,5,4,0,2,2,2,2,1,1,1,2,7,0
411,30,2,3,1,548,3,43,1,2,4,2,20,4,3,0,11,2,3,5,4,0,2,3,2,2,3,1,1,2,5,0
412,60,7,3,1,549,1,41,3,5,1,5,11,3,4,0,33,5,1,29,8,11,10,3,2,2,2,1,1,2,4,0
413,46,18,3,1,550,3,87,3,2,3,2,14,3,3,1,19,5,2,10,7,0,8,3,2,2,1,1,1,4,5,0
414,42,28,4,1,551,4,88,2,2,4,0,11,3,4,3,7,4,4,6,5,0,4,2,2,2,2,1,1,6,1,0
415,24,1,1,1,554,1,62,3,1,2,1,16,3,2,0,6,4,3,5,3,1,4,3,3,2,3,1,0,6,9,1
416,34,6,2,1,555,4,33,1,1,3,0,16,3,4,1,3,3,2,2,2,1,0,2,3,2,1,1,1,3,9,1
417,38,2,2,1,556,4,42,3,1,4,1,23,4,3,1,1,3,3,1,0,0,0,2,2,1,2,1,0,2,3,0
418,40,2,4,1,558,3,79,3,5,3,0,14,3,4,0,21,2,3,20,15,1,12,3,3,2,2,1,1,2,4,0
419,26,23,3,1,560,1,90,3,1,4,1,22,4,2,2,3,3,1,3,2,0,2,3,2,2,1,1,1,2,7,0
420,30,3,3,1,562,3,53,3,1,4,4,15,3,3,1,9,3,1,5,3,1,4,1,2,1,2,1,1,2,3,0
421,29,3,4,1,564,2,93,2,3,3,1,18,3,3,0,10,2,3,10,2,0,7,3,2,1,2,1,1,4,6,0
422,29,25,5,1,565,3,71,2,1,2,5,16,3,2,0,6,2,4,2,2,1,1,3,2,2,2,1,1,6,7,1
423,19,2,2,1,566,1,52,2,1,4,1,12,3,3,0,1,3,4,1,0,0,0,3,1,1,3,1,1,6,2,1
424,30,22,4,1,567,3,69,3,3,1,0,11,3,3,0,10,3,3,9,8,7,8,1,3,2,2,1,1,5,8,0
